Companies,URL,Description,Industry,Sub-Industry,Country,Total Funding (M),All Investors,Latest Funding Amount (M),Latest Funding Round,Latest Funding Date,Company Status,Founded Year,City,State,Latest Valuation (M),Date of Exit,Latest Exit Round,Latest Full Year Revenue Min (M),Latest Full Year Revenue Max (M),Revenue Time Period
AVIEL Intelligence,aviel.tech,"AVIEL Intelligence focuses on scam prevention in the financial sector by using technology to address fraud. It provides an intelligence platform that integrates artificial and human intelligence to identify and block scam payments for banks and payment service providers. It offers an API for banks and crypto exchanges, an AI educational service for government applications, and a software toolset for regulators to analyze social media data. It was founded in 2024 and is based in London, United Kingdom.",Internet Software & Services,Monitoring & Security,United Kingdom,0.47,"Cambridge Angels, Fuel Ventures, Osney Capital",0.47,Pre-Seed,2025-04-29,Alive / Active,2024,London,England,,,,,,
Geolava,geolava.com,"Geolava is a company specializing in location intelligence and geospatial data analysis within various sectors including insurance, environmental protection, urban planning, and retail. The company offers a range of services such as aerial imagery insights, AI-powered spatial analysis, and natural language query processing. Geolava primarily serves sectors like roofing and construction, retail, hospitality, and city government. It was founded in 2024 and is based in San Francisco, California.",Internet Software & Services,"Business Intelligence, Analytics & Performance Mgmt",United States,7.00,"BOOST, E2MC Ventures, Suffolk Technologies, NVIDIA Inception Program, Plug and Play Ventures",7.00,Seed VC,2024-09-24,Alive / Active,2024,San Francisco,California,,,,,,
Forgent,forgent.ai,"Forgent is a company that develops AI agents aimed at improving the process related to public sector contracts. Its offerings include automating the drafting of tender proposals, matching organizations with public procurement opportunities, and coordinating bid collaboration among teams, suppliers, and partners. Forgent serves sectors that engage with public tenders, such as IT & Software, Professional Services, and Physical Products industries. It was founded in 2025 and is based in Berlin, Germany.",Internet Software & Services,Collaboration & Project Management,Germany,5.05,"Mehdi Ghissassi, Charlie Songhurst, Cherry Ventures, Katrin Suder",5.05,Pre-Seed,2025-09-23,Alive / Active,2025,Berlin,,,,,,,
LocusX,locusx.ai,"LocusX focuses on game development tools within the technology sector, specifically the debugging process for game developers. The company offers an AI-powered issue resolution engine that assists in the bug resolution cycle and provides insights during validation to address performance, coverage, and resource usage. LocusX serves the video game industry and seeks to help developers manage their time and improve game quality. It was founded in 2025 and is based in Montreal, Canada.",Internet Software & Services,Monitoring & Security,Canada,2.17,"Diagram, Triptyq Capital",2.17,Seed VC,2025-09-10,Alive / Active,2025,Montreal,Quebec,,,,,,
Vetstor,vetstor.com,"Vetstor provides a personalized online shopping platform for pet care within the veterinary services industry. Its platform offers digital pet profiles, AI-powered product recommendations, and tools for managing veterinary appointments and pet health data. It primarily serves the veterinary and pet care sectors, enhancing the connection between pet owners and veterinary services. It was founded in 2024 and is based in Prague, Czech Republic.",E-Commerce,Other Retail,Czech Republic,0.27,"ZAKA Ventures, Purple Ventures",0.27,Pre-Seed,2024-05-01,Alive / Active,2024,Prague,,,,,,,
Emergent,emergent.sh,"Emergent is a company focused on software development through its autonomous coding platform, operating within the technology and software development industry. The company offers a vibe coding platform that enables users to create production-ready applications by describing the desired outcome in natural language, which the platform's AI agents then code, test, and deploy. Emergent's technology primarily serves the software development industry. It was founded in 2024 and is based in Pleasanton, California.",Internet Software & Services,Application & Data Integration,United States,30.50,"Together Fund, Y Combinator, Transpose Platform, Balaji Srinivasan, Devendra Chaplot, Edo Liberty, Jeff Dean, Lightspeed Venture Partners, Prasanna Sankar, Prosus, Siqi Chen, Srinivasan Venkatachary",23.00,Series A,2025-09-24,Alive / Active,2024,Pleasanton,California,,,,15,15,FY 2025
Cascala Health,cascalahealth.com,"Cascala Health focuses on care coordination through an AI-enabled clinical intelligence platform within the healthcare sector. Their main offerings include a platform that provides real-time risk insights and actionable interventions for patient care and care transitions. The company serves accountable care organizations, value-based care organizations, post-acute care providers, and primary care entities. It was founded in 2024 and is based in Boston, Massachusetts.",Internet Software & Services,Healthcare,United States,8.60,"Redesign Health, Digital Health Venture Partners, Eniac Ventures, Flare Capital Partners, Omega Healthcare Investors, Tau Ventures, Ziegler",8.60,Seed,2025-08-20,Alive / Active,2024,Boston,Massachusetts,,,,,,
Saltfish,saltfish.ai,"Saltfish is an interactive video platform that focuses on user engagement and conversion in various digital products and websites. The company provides tools for generating AI-driven videos, building interactive video flows, and embedding video content into websites to guide users through funnels and onboard new sign-ups. Saltfish serves sectors that benefit from digital user engagement, including ecommerce and SaaS companies. It was founded in 2025 and is based in Stockholm, Sweden.",Internet Software & Services,Video,Sweden,0.73,"Antler, Further than Capital, Juha Valvanne, Leo Giertz, Martin Koiva, Moaffak Ahmed, Nicholas S. Jacobsson, Operators & Friends",0.73,Seed VC,2025-09-09,Alive / Active,2025,Stockholm,,,,,,,
Golpo,golpoai.com,"Golpo focuses on AI content creation within the technology sector, converting written material into audio and video formats. The company provides services that transform documents and topics into conversational audio and explainer videos, addressing professional needs such as team updates, healthcare information, finance insights, and educational content. Golpo serves sectors like healthcare, finance, education, sales, HR, and research, providing tools that simplify information consumption. It was founded in 2024 and is based in San Francisco, California.",Internet Software & Services,Video,United States,4.60,"Afore Capital, Y Combinator, Pioneer Fund, BNVT Capital, Emergence Capital",4.10,Seed VC - II,2025-10-15,Alive / Active,2024,San Francisco,California,,,,,,
AegisAI,aegisai.ai,"AegisAI focuses on AI-based threat detection and protection against phishing, malware, and Business Email Compromise (BEC) threats. The company offers services including analysis of email threats, automated responses to detected risks, and integration with email platforms like Microsoft 365 and Google Workspace. AegisAI serves sectors that require email security measures to protect against cyber threats. It was founded in 2025 and is based in New York, New York.",Internet Software & Services,Monitoring & Security,United States,13.00,"Accel, Foundation Capital",13.00,Seed VC,2025-09-10,Alive / Active,2025,New York,New York,,,,,,
doublespeed,doublespeed.ai,"doublespeed automates engagement on social media through AI-driven tools within the digital marketing domain. The company provides services including content creation, deployment, and optimization for social media, designed to mimic human interaction and improve content performance. doublespeed's tools serve digital marketers and brands aiming to streamline their social media strategies and increase efficiency without human intervention. It was founded in 2025 and is based in Westlake Village, California.",Internet Software & Services,"Advertising, Sales & Marketing",United States,1.00,"Andreessen Horowitz, A16z Speedrun",1.00,Seed,2025-10-08,Alive / Active,2025,Westlake Village,California,,,,,,
Makina,makina.finance,"Makina is a company providing a decentralized finance (DeFi) execution engine within the cryptocurrency industry. The company offers solutions for asset managers, AI agents, and others to engage with on-chain strategies, focusing on risk management and multi-chain interoperability. Makina's services cater to clients including crypto natives, protocol treasuries, and risk managers, by providing access to DeFi yielding vaults and the ability to execute strategies. It was founded in 2025 and is based in Delaware City, Delaware.",Internet Software & Services,,United States,3.00,"Adrian Brink, Aleksander Leonard Larsen, AltLayer, Andrew Koller, BaseDAO, Bodhi Ventures, Cozomo de’ Medici, Cyber Fund, Dan Reecer, Daniel Maegaard, Hypernative, Interop Ventures, Ivangbi, Jerome de Tychey, Kiln Ventures, Robinson Burkey, Ryan Zurrer, Squiggly Hair Shanks, Steakhouse Financial, Trent McConaghy, VonMises, Yaoqi Jia",3.00,Seed VC,2025-06-25,Alive / Active,2025,Delaware City,Delaware,,,,,,
